,State,County,year,month,avg(NO2 Mean)
4004,Pennsylvania,Lancaster,2005,6,8.335682933333333
4005,California,San Francisco,2006,9,13.02555996666666
4006,Kansas,Wyandotte,2006,3,13.477384258064514
4007,New Jersey,Camden,2006,1,20.74346986666667
4008,New York,Queens,2006,2,26.565116821428564
4009,Pennsylvania,Lancaster,2006,5,11.716421225806453
4010,Arizona,Pima,2007,3,14.022567870967745
4011,Pennsylvania,Philadelphia,2005,3,28.86778452380952
4012,Arizona,Maricopa,2007,1,26.474196548387134
4013,California,Contra Costa,2005,1,13.481903806451598
4014,California,Riverside,2005,9,23.780400299999997
4015,Illinois,Saint Clair,2005,10,17.567040612903217
4016,New York,Bronx,2005,1,25.705052647058825
4017,Pennsylvania,York,2005,6,10.711769900000004
4018,California,Riverside,2006,2,26.788819892857116
4019,California,Sacramento,2006,4,7.870319033333333
4020,Illinois,Saint Clair,2006,3,13.712165870967734
4021,Kansas,Linn,2006,1,4.350657166666664
4022,Kansas,Wyandotte,2006,1,17.331067413793107
4023,California,Imperial,2005,10,19.185753124999987
4024,California,Santa Cruz,2005,2,3.614300999999999
4025,Pennsylvania,Montgomery,2005,10,13.42677624137931
4026,Pennsylvania,Philadelphia,2005,9,18.154969230769233
4027,California,Riverside,2006,6,17.571475666666675
4028,California,Riverside,2006,12,24.462833193548374
4029,Colorado,Adams,2006,4,18.217575766666663
4030,Pennsylvania,Bucks,2006,5,15.294146040000001
4031,Pennsylvania,Bucks,2006,7,13.885176741935478
4032,Texas,Harris,2006,8,11.626753086206891
4033,California,Orange,2007,2,18.681948178571428
4034,California,San Francisco,2005,6,7.273137386363638
4035,Colorado,Adams,2005,9,20.266446999999985
4036,District Of Columbia,District of Columbia,2005,6,17.379345482758623
4037,Arizona,Pima,2006,5,13.343820451612897
4038,Colorado,Adams,2006,8,16.13969464516129
4039,District Of Columbia,District of Columbia,2006,5,15.216950387096771
4040,Pennsylvania,Erie,2006,7,8.326352785714281
4041,Massachusetts,Suffolk,2005,4,19.142222133333334
4042,North Carolina,Mecklenburg,2006,12,19.652083499999993
4043,South Carolina,Charleston,2006,9,0.9340120999999997
4044,California,Sacramento,2005,7,6.258016405405407
4045,Missouri,St. Louis City,2005,5,13.877957
4046,Texas,Harris,2005,9,8.38392615
4047,Arizona,Pima,2006,9,11.956746866666663
4048,Pennsylvania,Erie,2006,6,10.804452133333333
4049,Pennsylvania,Erie,2006,8,8.903470096774196
4050,Pennsylvania,York,2006,7,9.938091838709685
4051,Texas,Dallas,2006,1,19.542619709677417
4052,Country Of Mexico,BAJA CALIFORNIA NORTE,2006,5,14.186599565217396
4053,New Jersey,Camden,2005,9,17.57465966666667
4054,California,Orange,2006,8,6.051893387096776
4055,New York,Suffolk,2006,12,18.328467903225814
4056,California,Fresno,2007,5,11.43134009677419
4057,California,Imperial,2007,7,8.97408444827586
4058,Arizona,Maricopa,2005,6,20.03748073333336
4059,California,Contra Costa,2005,11,14.591755300000012
4060,California,San Francisco,2005,3,14.892855629032265
4061,Florida,Orange,2005,8,8.138374419354836
4062,Kansas,Linn,2005,6,0.7633602499999999
4063,North Carolina,Mecklenburg,2005,8,12.031221580645155
4064,Pennsylvania,Lackawanna,2005,6,11.073653222222227
4065,Florida,Orange,2006,4,7.273895000000001
4066,Illinois,Saint Clair,2006,8,14.109765178571436
4067,Pennsylvania,Lawrence,2006,5,15.375000033333327
4068,Texas,Harris,2006,2,15.740740740740739
4069,California,Fresno,2007,9,12.402832666666658
4070,California,Orange,2007,3,16.01321480645161
4071,Texas,Harris,2004,10,8.749993642857145
4072,Kansas,Linn,2005,11,2.3902420344827613
4073,Oklahoma,Cherokee,2005,8,5.79674251612903
4074,California,Contra Costa,2006,4,7.745294724999999
4075,Maine,Aroostook,2006,11,3.2980520000000006
4076,Michigan,Wayne,2006,7,12.846070129032261
4077,Pennsylvania,Luzerne,2006,8,14.583332999999998
4078,Pennsylvania,Northampton,2006,5,10.820301580645157
4079,Arizona,Pima,2007,10,14.836769129032252
4080,California,Humboldt,2006,12,5.482968953846152
4081,California,San Bernardino,2006,3,16.894850483870986
4082,California,Santa Barbara,2006,3,3.826582612903216
4083,California,Solano,2006,4,9.73346513333333
4084,District Of Columbia,District of Columbia,2006,4,15.57619123333334
4085,Massachusetts,Suffolk,2006,9,16.100126769230766
4086,Pennsylvania,Allegheny,2006,9,14.265476166666671
4087,Pennsylvania,Luzerne,2006,5,7.798579064516125
4088,Pennsylvania,Erie,2005,9,9.987881034482754
4089,California,Contra Costa,2006,6,7.241820774999998
4090,California,Los Angeles,2006,3,20.392199927419355
4091,Florida,Orange,2006,11,9.651190533333338
4092,New York,Queens,2006,7,22.80061483870967
4093,California,Fresno,2007,10,20.20716561290322
4094,California,Orange,2007,7,5.029205483870966
4095,Arizona,Pima,2005,4,13.289321433333335
4096,Florida,Orange,2005,6,7.261706400000006
4097,Massachusetts,Suffolk,2005,7,15.075856096774189
4098,North Carolina,Mecklenburg,2005,3,19.652174
4099,California,Imperial,2006,10,13.225030064516115
4100,California,Riverside,2006,1,22.088359064516123
4101,California,Santa Cruz,2006,2,4.35583964285714
4102,Missouri,St. Louis City,2006,9,13.556271000000006
4103,California,Riverside,2007,8,17.71688413333333
4104,Pennsylvania,Montgomery,2005,5,12.755572999999993
4105,Pennsylvania,Westmoreland,2005,3,9.583333
4106,Arizona,Maricopa,2006,2,31.849022369047628
4107,Iowa,Scott,2006,10,8.230118000000003
4108,Pennsylvania,Westmoreland,2006,8,9.343320935483876
4109,California,Sacramento,2007,3,12.827399338709702
4110,California,Imperial,2005,2,16.339825464285713
4111,California,Riverside,2005,12,29.520830000000007
4112,Indiana,Marion,2005,8,15.34339358064516
4113,Massachusetts,Suffolk,2005,1,18.9993855483871
4114,Texas,El Paso,2005,11,20.65149266666666
4115,South Carolina,Charleston,2006,6,0.7500066206896551
4116,Pennsylvania,York,2004,8,11.611681322580651
4117,California,Riverside,2005,1,22.273678777777782
4118,California,Riverside,2005,11,30.679517666666676
4119,California,San Bernardino,2005,4,16.570487433333316
4120,Texas,Dallas,2005,11,18.749252066666667
4121,New York,Suffolk,2006,2,15.206898249999995
4122,Pennsylvania,Berks,2006,3,17.833333
4123,Pennsylvania,Erie,2006,5,13.314516032258076
4124,Texas,Harris,2006,5,8.25585209836066
4125,Wisconsin,Milwaukee,2006,7,11.982640967741936
4126,Texas,El Paso,2004,3,13.600940854838706
4127,Arizona,Pima,2005,12,24.05615935483872
4128,New Hampshire,Hillsborough,2005,4,11.93756036666667
4129,California,Santa Barbara,2006,2,5.583149205357147
4130,Pennsylvania,Allegheny,2006,4,16.287848185185187
4131,Pennsylvania,Dauphin,2006,9,9.89374528571428
4132,Pennsylvania,Washington,2006,4,13.22525803333333
4133,Pennsylvania,Westmoreland,2006,7,8.997736870967744
4134,Arizona,Pima,2005,10,13.343536548387096
4135,California,Santa Cruz,2005,6,3.675580233333332
4136,District Of Columbia,District of Columbia,2005,4,26.704770400000008
4137,Texas,Dallas,2005,7,14.628057464285709
4138,Texas,El Paso,2005,9,11.99779863333333
4139,Texas,Harris,2005,3,13.412241290322575
4140,Arizona,Pima,2006,2,20.58373328571429
4141,Florida,Orange,2006,2,11.295112749999998
4142,Michigan,Wayne,2006,8,12.34888625806452
4143,Pennsylvania,Philadelphia,2006,5,16.559139806451615
4144,Pennsylvania,Washington,2006,3,17.875
4145,California,San Francisco,2005,9,13.3198757
4146,Oklahoma,Ottawa,2005,4,7.535303066666671
4147,Texas,Harris,2005,7,5.875224483870965
4148,California,Contra Costa,2006,9,10.113931166666655
4149,California,Orange,2006,6,6.3840580000000005
4150,Country Of Mexico,BAJA CALIFORNIA NORTE,2006,9,18.04546468292684
4151,California,Los Angeles,2005,4,20.847949681034446
4152,Michigan,Wayne,2006,6,13.790476266666673
4153,New Jersey,Camden,2006,5,16.45575333333333
4154,Pennsylvania,Philadelphia,2006,11,23.708146666666668
4155,Texas,Dallas,2004,3,19.17167303333333
4156,California,San Bernardino,2005,11,19.750724599999995
4157,California,Santa Barbara,2005,1,5.825658717741941
4158,Florida,Orange,2005,10,7.064324129032255
4159,Louisiana,East Baton Rouge,2005,2,15.436486678571429
4160,Oklahoma,Cherokee,2005,6,4.9049158333333285
4161,Pennsylvania,Beaver,2005,4,17.92820056666666
4162,Texas,Dallas,2005,6,14.340726241379317
4163,Louisiana,East Baton Rouge,2006,12,15.64231600000001
4164,California,Santa Barbara,2005,10,4.8680894112903195
4165,Texas,Dallas,2004,8,16.014833903225803
4166,Arizona,Maricopa,2005,2,21.58934755357142
4167,California,Imperial,2005,9,12.426914758620695
4168,Michigan,Kent,2005,6,13.399145222222224
4169,Pennsylvania,Bucks,2005,3,13.708333
4170,Pennsylvania,Westmoreland,2005,7,9.747974233333336
4171,California,Riverside,2007,3,23.489455499999966
4172,California,Sacramento,2007,9,9.433609399999998
4173,California,Solano,2005,12,15.588453499999995
4174,Pennsylvania,Lancaster,2005,5,11.38920590322581
4175,Pennsylvania,Lawrence,2005,7,11.367076518518523
4176,Pennsylvania,Montgomery,2005,4,15.314594433333335
4177,Pennsylvania,Westmoreland,2005,10,12.431085000000007
4178,Maryland,Baltimore,2006,3,12.083662967741937
4179,New York,Bronx,2006,10,25.292477903225816
4180,North Carolina,Mecklenburg,2006,5,12.817742903225803
4181,California,Santa Barbara,2005,8,3.1925126991869877
4182,Oklahoma,Ottawa,2005,2,5.458333
4183,Arizona,Maricopa,2006,10,23.237448162393214
4184,Louisiana,East Baton Rouge,2006,7,12.081265366666667
4185,Michigan,Wayne,2006,9,13.94724962068966
4186,New Jersey,Camden,2006,8,13.785689290322576
4187,California,Orange,2007,4,8.152613111111114
4188,Pennsylvania,York,2005,4,15.756205827586202
4189,California,Contra Costa,2006,8,7.623370677419367
4190,California,Solano,2006,6,7.160365933333328
4191,Colorado,Adams,2006,9,17.424703599999997
4192,Oklahoma,Cherokee,2006,10,5.917524736842102
4193,Pennsylvania,Beaver,2006,10,12.927419290322588
4194,Pennsylvania,Blair,2006,5,10.122134750000003
4195,Pennsylvania,Blair,2006,9,8.10219036666667
4196,Texas,Dallas,2006,2,18.82060604
4197,California,Santa Barbara,2006,7,3.420494875
4198,California,San Francisco,2005,10,18.330062733333342
4199,Florida,Orange,2005,2,11.006420035714285
4200,Louisiana,East Baton Rouge,2005,8,12.976958516129036
4201,New Jersey,Camden,2005,6,14.262297500000006
4202,New York,Bronx,2005,12,28.800052419354834
4203,Pennsylvania,Beaver,2005,6,13.242608814814814
4204,Pennsylvania,Montgomery,2005,7,11.139299923076921
4205,Texas,El Paso,2005,7,9.089672983870965
4206,Colorado,Adams,2005,2,23.432141590909097
4207,Florida,Orange,2005,11,8.360224200000003
4208,Pennsylvania,Washington,2005,3,13.583333
4209,Texas,Dallas,2005,10,20.509384096774195
4210,California,Solano,2006,11,14.15858893333334
4211,New York,Bronx,2006,11,26.58681603333333
4212,Virginia,Fairfax,2006,11,15.335125855555557
4213,Wisconsin,Milwaukee,2006,2,17.131740535714286
4214,California,Imperial,2005,5,9.229621483870973
4215,California,Sacramento,2005,2,13.385402660714286
4216,Arizona,Pima,2006,6,14.05529203333333
4217,Oklahoma,Cherokee,2006,5,4.749434709677414
4218,Pennsylvania,Blair,2006,7,8.340091629629635
4219,Pennsylvania,Cambria,2006,5,9.497256483870975
4220,South Carolina,Charleston,2006,12,2.552209612903227
4221,Wisconsin,Milwaukee,2006,11,18.873996068965525
4222,California,Contra Costa,2005,7,7.692700911290331
4223,California,Los Angeles,2005,12,30.689139572580718
4224,Illinois,Saint Clair,2005,1,14.579912032258067
4225,Illinois,Saint Clair,2005,3,12.412384695652184
4226,Kansas,Linn,2005,1,5.11730890322581
4227,New Jersey,Camden,2005,3,27.34045896551724
4228,Pennsylvania,Berks,2005,10,16.42433319354838
4229,Illinois,Saint Clair,2006,12,16.255497241379306
4230,Pennsylvania,Dauphin,2006,8,11.358290161290313
4231,Virginia,Fairfax,2006,2,15.156082027027024
4232,Pennsylvania,Westmoreland,2004,7,11.779602130434789
4233,Pennsylvania,Allegheny,2005,10,19.884216645161285
4234,Pennsylvania,Lancaster,2005,9,11.740409533333331
4235,California,Imperial,2006,3,11.6802384137931
4236,Kansas,Wyandotte,2006,2,18.329351392857145
4237,Pennsylvania,Bucks,2006,3,16.708333
4238,Arizona,Pima,2007,7,8.975359483870964
4239,California,Fresno,2007,4,13.361906399999992
4240,California,Santa Barbara,2005,12,6.81591124193548
4241,New York,Suffolk,2005,10,11.443989354838708
4242,California,San Bernardino,2006,11,21.250634033333345
4243,Illinois,Cook,2006,8,20.211807774193545
4244,Michigan,Wayne,2006,3,11.913043
4245,New York,Bronx,2006,6,23.213460172413807
4246,Texas,Dallas,2006,4,14.46907471428571
4247,Pennsylvania,York,2004,6,12.163043566666664
4248,Texas,Dallas,2004,11,16.29005374193549
4249,Texas,El Paso,2004,6,10.149992866666672
4250,California,San Diego,2006,9,17.141963069767442
4251,Colorado,Adams,2006,1,22.48494349999999
4252,Pennsylvania,Beaver,2006,7,12.268541862068972
4253,Wisconsin,Milwaukee,2006,3,16.42799822580646
4254,Arizona,Pima,2007,12,21.011103322580645
4255,Illinois,Saint Clair,2006,7,13.602450208333337
4256,New York,Queens,2006,11,24.602254100000003
4257,California,San Francisco,2005,12,22.366059
4258,Colorado,Adams,2005,6,15.046493933333343
4259,Colorado,Adams,2006,3,17.867748166666683
4260,Country Of Mexico,BAJA CALIFORNIA NORTE,2006,3,20.37233740229885
4261,Arkansas,Pulaski,2007,7,7.929331193548387
4262,Pennsylvania,Washington,2005,9,12.545399629629635
4263,California,Imperial,2006,11,20.128386333333346
4264,California,San Bernardino,2006,9,22.571014533333337
4265,California,Imperial,2005,11,21.800552099999997
4266,Illinois,Cook,2005,6,21.02046006666666
4267,North Carolina,Mecklenburg,2005,9,13.70210083333333
4268,Texas,Dallas,2005,3,17.50476645833333
4269,New Hampshire,Hillsborough,2006,6,6.375374366666667
4270,California,Contra Costa,2007,7,5.54091999193548
4271,California,Los Angeles,2007,9,20.037945324786335
4272,Colorado,Adams,2005,5,15.328143903225794
4273,Louisiana,East Baton Rouge,2005,3,16.15957964516129
4274,California,Orange,2006,3,13.90042070967742
4275,Illinois,Saint Clair,2006,11,15.132597799999992
4276,Pennsylvania,Dauphin,2006,7,9.648530258064516
4277,California,Contra Costa,2007,3,10.402178798387084
4278,California,Santa Barbara,2005,3,3.723403475806445
4279,Louisiana,East Baton Rouge,2005,6,14.735570000000004
4280,Pennsylvania,Lancaster,2005,4,13.323358599999995
4281,California,Sacramento,2006,3,9.149314322580654
4282,California,Solano,2006,12,17.447444806451593
4283,North Carolina,Mecklenburg,2006,8,11.604019516129036
4284,Oklahoma,Cherokee,2006,11,7.0
4285,Pennsylvania,Lawrence,2006,7,12.783602129032259
4286,Pennsylvania,Washington,2006,7,9.316872580645164
4287,South Carolina,Charleston,2006,3,3.0257691612903233
4288,Texas,Dallas,2006,9,16.272669428571437
4289,Texas,El Paso,2006,2,14.519290074074084
4290,New York,Bronx,2005,6,24.613379366666656
4291,New York,Bronx,2006,2,29.14665014285714
4292,Pennsylvania,Luzerne,2006,6,8.409772799999995
4293,California,Fresno,2007,7,9.598385225806448
4294,California,Imperial,2005,3,11.712615999999993
4295,Colorado,Denver,2005,10,34.94428158064514
4296,Kansas,Linn,2005,2,3.3828271071428584
4297,California,Solano,2006,5,7.842619999999996
4298,California,San Diego,2005,6,12.22524433333333
4299,Kansas,Wyandotte,2005,7,18.37776148387097
4300,Missouri,Saint Louis,2005,8,11.687144741935493
4301,Missouri,St. Louis City,2005,7,10.721505419354838
4302,New York,Suffolk,2005,5,9.671878258064519
4303,Pennsylvania,Blair,2005,7,7.314632999999997
4304,California,San Diego,2006,3,19.05869792473117
4305,Colorado,Denver,2006,9,15.3774224347826
4306,Pennsylvania,Cambria,2006,4,11.496985700000005
4307,California,Los Angeles,2007,4,17.955046268907573
4308,California,Imperial,2006,12,21.383313771929835
4309,Texas,Harris,2004,4,14.202755206896551
4310,Arizona,Pima,2005,6,11.571794033333335
4311,California,San Diego,2005,8,14.51457619780219
4312,Michigan,Wayne,2005,9,19.073410966666657
4313,Pennsylvania,Philadelphia,2005,8,18.331309225806443
4314,Pennsylvania,Lancaster,2006,10,12.589955935483877
4315,Pennsylvania,Washington,2006,8,10.569455433333326
4316,Virginia,Alexandria City,2006,6,18.98127709523809
4317,California,Contra Costa,2007,5,6.633841935483868
4318,California,San Bernardino,2005,1,19.3935114516129
4319,Illinois,Cook,2005,4,26.019815300000005
4320,Indiana,Marion,2005,4,12.9602328
4321,Pennsylvania,Blair,2005,6,8.99650028571429
4322,Texas,Dallas,2005,9,17.165479866666665
4323,Florida,Orange,2006,7,6.786520709677423
4324,Wisconsin,Milwaukee,2006,1,16.060894793103447
4325,Country Of Mexico,BAJA CALIFORNIA NORTE,2006,10,24.431248571428604
4326,California,Humboldt,2007,4,2.9899600666666637
4327,Pennsylvania,Northampton,2005,5,11.133613838709675
4328,Pennsylvania,Northampton,2005,10,11.741699419354838
4329,New York,Queens,2006,4,22.970291016949155
4330,North Carolina,Mecklenburg,2006,4,13.715358233333344
4331,Pennsylvania,Philadelphia,2006,12,23.637718500000005
4332,Texas,Harris,2004,3,12.888722419354842
4333,California,Sacramento,2005,8,10.018500629032257
4334,California,Solano,2005,9,8.697819233333341
4335,New Jersey,Camden,2005,8,16.36766861290323
4336,Pennsylvania,Allegheny,2005,3,24.5
4337,California,Imperial,2006,2,21.909725285714277
4338,Pennsylvania,Westmoreland,2006,3,18.25
4339,Arizona,Pima,2007,1,16.307949806451607
4340,California,Contra Costa,2005,4,7.502297583333326
4341,California,Los Angeles,2005,7,19.485358588709694
4342,New York,Bronx,2005,5,23.440150645161285
4343,Oklahoma,Ottawa,2005,5,6.683506172413794
4344,Kansas,Wyandotte,2006,4,15.46829713333333
4345,Massachusetts,Suffolk,2006,4,18.230977600000006
4346,New Hampshire,Hillsborough,2006,8,7.115723166666669
4347,Pennsylvania,York,2006,10,15.98898474193549
4348,California,Contra Costa,2007,4,7.03299983333334
4349,California,Imperial,2007,9,10.816010933333336
4350,California,Orange,2007,9,8.821480133333331
4351,Texas,Harris,2004,11,12.14636886956521
4352,Kansas,Wyandotte,2005,3,16.59203325806451
4353,New York,Bronx,2005,4,29.81428336666667
4354,New York,Queens,2005,10,20.597899354838702
4355,Texas,Harris,2005,2,10.866088407407412
4356,Arizona,Maricopa,2006,12,29.130868903225835
4357,Colorado,Adams,2006,10,14.713438857142862
4358,Massachusetts,Suffolk,2006,11,21.718478233333332
4359,Pennsylvania,Montgomery,2006,8,12.519788269230766
4360,Virginia,Alexandria City,2006,9,17.036255433333327
4361,California,Contra Costa,2007,2,11.426236607142858
4362,California,Los Angeles,2007,7,17.695150830645154
4363,Iowa,Scott,2007,7,5.872165193548382
4364,Massachusetts,Suffolk,2007,8,15.516358290322577
4365,California,Alameda,2008,7,8.591865419354837
4366,Connecticut,Fairfield,2008,5,9.595244258064508
4367,District Of Columbia,District of Columbia,2008,9,19.43538649999999
4368,Pennsylvania,Erie,2008,4,11.011904678571437
4369,California,Alameda,2009,2,17.080486571428565
